comp_id,realty_broker_id
109994,4461
109997,4059
110000,9342
110001,4444
110002,4470
110005,4473
110006,4478
110007,16846
110008,4484
110009,4350
110011,4488
110015,4491
110017,4493
110020,4499
110022,4367
110027,4457
110028,4458
110029,4008
110031,4464
110033,4465
110039,4471
110045,4532
110046,4470
110047,17590
110048,4252
110050,4041
110053,4476
110054,4477
110055,4479
110056,4509
109750,4481
108908,4510
110060,4256
110064,4514
110069,4241
110070,4256
110072,16975
109220,4515
110074,4516
110079,4517
110082,4061
108962,4407
110084,4494
110085,4495
110086,4065
110087,4461
110088,4498
110090,4243
110094,4501
110095,4055
110096,4318
110097,4263
110098,4055
110099,4318
110100,4502
110102,4264
108949,4063
110109,4507
110112,4522
110113,4481
109226,4524
110116,4525
110120,4089
110121,4527
109164,4528
110122,4530
110123,4531
110126,4536
110131,4540
110133,17815
110136,4548
110137,4283
