comp_id,realty_broker_id
114335,13933
114335,2875
114451,13934
114451,13935
114499,3145
114499,3710
114715,7206
114715,13936
123006,5456
123006,5431
123008,12937
123008,3385
128633,13937
128633,7563
135569,3267
135569,10299
139962,2782
139962,2837
144851,13938
144851,3319
145797,2833
145797,3710
145797,3145
147504,10475
147504,3788
147597,3581
147597,7711
147643,3809
147643,3843
147780,13939
147780,2842
147784,5643
147784,13940
147784,13941
147833,2841
147833,3335
147885,3743
147885,2820
147889,13942
147889,3797
147902,3262
147902,13943
147940,10278
147940,3786
147947,3707
147947,3183
147960,3658
147960,3183
147960,10288
148029,3262
148029,13943
148032,3616
148032,13944
148070,2947
148070,11795
148168,11453
148168,13945
148169,13945
148169,13946
148237,9411
148237,13947
148386,2841
148386,3335
148399,3391
148399,3743
148407,2948
148407,8489
148447,10240
148447,9391
148491,3581
148491,7711
148509,2950
148509,13948
148516,7564
148516,7440
148571,13949
148571,13950
148572,13951
148572,13952
148573,13952
148573,13951
148589,13949
148589,10457
148589,4410
148589,9256
148590,13718
148590,5410
148590,13932
148590,13931
148591,13718
148591,5410
148591,13932
148591,13931
148591,13953
148633,3707
148633,7732
148643,3303
148643,13673
148643,3150
148652,2837
148652,2821
148807,10219
148807,2786
148812,8604
148812,2797
148813,3713
148813,5779
148816,3816
148816,7742
148864,3714
148864,3345
148881,3714
148985,13954
148985,10191
148993,5440
148993,8181
148998,7922
148998,13955
149008,3880
149008,3399
149069,2817
149069,3940
149139,3145
149139,5699
149139,3710
149151,3183
149151,2823
149151,10108
149151,3145
149151,3710
149370,3183
149370,7751
149669,13956
149669,13957
149669,10675
149669,13958
149856,13959
149856,13960
152154,10715
152168,13263
152168,13963
152180,13964
152180,10912
152210,6280
152210,9787
152226,10721
152226,10707
152227,10828
152230,10839
152235,10845
152241,10855
153146,6533
156540,11607
156540,13969
156646,3616
156646,13944
156646,3335
156646,2841
156983,2841
156983,3335
156986,3186
156986,2820
156986,3097
156988,3605
156988,3608
156988,3198
157001,3145
157001,3710
157001,5699
157027,7814
157027,3145
157027,3710
157028,2766
157028,7815
157028,8257
157048,3316
157048,2596
157053,3774
157053,7724
157055,3743
157055,10108
157086,2836
157086,7814
157736,3345
157736,3605
158943,2841
158943,3335
161170,3391
161170,3743
103291,3139
103291,7733
103291,13970
103291,5706
103498,13971
103498,13972
104083,2824
104083,3790
106267,7753
106267,13944
106387,2820
106387,3482
107065,3345
107065,3322
107381,5699
107381,3103
107381,3145
107399,2841
107399,3335
107399,3616
107399,13944
108523,10116
108523,13973
108544,11910
114286,3769
114286,3529
114382,3841
114382,13974
114398,3186
114398,13975
128920,12380
132062,12376
132492,12542
139997,3141
139997,3739
140579,11649
142845,13980
142845,22380
145268,8096
145268,13982
146447,12377
147536,13948
147536,2951
147646,13983
147646,10019
148437,8097
148437,4461
148976,5699
148976,3145
149031,7197
149031,3142
149134,13984
149134,13985
157013,3388
157013,3345
157029,2766
157029,7815
157029,8257
157030,2766
157030,7815
157030,8257
157031,2766
157031,7815
157031,8257
157033,2766
157033,7815
157033,8257
157036,9425
157036,13986
157185,9850
157185,9869
157377,11643
157377,12864
157417,11643
157417,12864
157420,11643
157420,12864
157773,4240
157773,13987
158273,12257
158373,13988
158373,11172
158412,2766
158412,7815
158412,8257
158663,2828
158663,3708
158940,3303
158940,10480
158944,13989
158944,7846
158961,3303
158961,10480
159051,5250
159051,4256
159054,5034
159054,4256
159091,8097
159091,4461
159106,4299
159106,4385
159110,4499
159110,13990
159116,4299
159116,4385
159175,12205
159175,12229
159340,3823
159340,3745
159355,7742
159355,11676
159441,4499
159441,8707
159743,13977
159743,10011
159745,12406
159746,12384
159746,12390
159746,9850
159748,13977
159748,10011
159831,9850
159831,12390
159832,9850
159832,12390
159839,10995
159839,9653
159840,9850
159840,12390
159844,13993
159849,13992
159849,12386
159849,13991
159853,12376
159857,13994
159857,10949
159857,13995
159857,13996
159859,13994
159859,10949
159859,13995
159859,13996
159859,13997
159859,13998
159859,13999
159866,12384
159866,10011
159866,13977
159872,14000
159872,10011
159872,14001
159873,9850
159873,12390
159874,14002
159874,14003
159874,14004
159874,8338
159877,8163
159877,10011
159877,13977
159877,12384
160055,3879
160055,7814
160085,2761
160085,3841
160117,2842
160117,3183
160124,9423
160124,2836
160146,2827
160146,5752
160172,14005
160172,3188
160198,3097
160198,10158
160366,3573
160366,14006
161064,3316
161064,14007
161082,3186
161082,3198
161088,3186
161088,3313
161088,3484
161090,3484
161090,3334
161090,3314
161096,3097
161096,2842
161096,10158
161114,6755
161114,3146
161129,3091
161129,3303
161131,2823
161131,13848
161132,3259
161132,12875
161139,14008
161139,14009
161141,3195
161141,10314
161143,3183
161143,14010
161143,3658
161149,3484
161149,3345
161149,3608
161149,10602
161163,3616
161163,13944
161163,3355
161172,3186
161172,3484
161173,3484
161173,3608
161173,3345
161175,5661
161175,10188
161176,12748
161176,7723
13900,12798
13900,14011
13900,12800
102336,2799
102336,14012
102370,2764
102370,2762
119684,12903
119684,12917
127522,13151
130339,14015
130339,14016
132434,19694
132434,8338
132499,14018
132499,14019
134319,14020
134319,2502
137463,13119
148606,2959
148606,14022
157174,4276
157174,6133
157174,4059
157174,14023
157174,14024
157174,14025
157512,14026
157512,2874
157513,3118
157513,3000
161105,7743
161105,3494
161108,3228
161108,2976
161113,2782
161113,2777
161201,14012
161201,3862
161202,12656
161202,10515
161219,2762
161219,2780
161358,3608
161358,7743
161510,3880
161510,3772
161897,3212
161897,12842
161897,2867
161897,3211
161898,3212
161898,2867
161898,3211
161903,3557
161903,14027
161906,3221
161906,3225
161908,3635
161908,3209
161908,3211
161913,7711
161913,3664
161915,2807
161915,3842
161916,2755
161916,3863
161918,3141
161918,3153
161918,5650
162837,2959
162837,14022
162839,2959
162839,14022
162843,2959
162843,14022
162844,2959
162844,14022
162846,2959
162846,14022
164272,6618
164272,2959
164275,2959
164275,3173
164281,3173
164281,2959
164281,6618
164286,3173
164344,6618
164344,2959
164344,3173
164384,3173
164384,2959
164579,6627
164579,6520
165451,4486
165451,4634
165452,4486
165452,4634
165459,14028
165459,14029
167990,4335
167990,13174
168005,4335
168005,13174
168019,4041
168019,9217
168095,14030
168095,14031
168095,14032
168462,18693
168462,18694
168747,13249
169514,13298
161650,3257
161650,40
169516,13280
169520,3136
169521,13271
169524,13280
169526,3136
169529,6450
169531,13280
169543,13297
168785,4796
169545,4810
169546,13290
169548,3692
169550,13277
169554,13280
169555,13280
169561,4810
169565,8396
169581,13284
169584,13295
149684,11499
169616,10323
169617,13280
169618,13280
169620,8409
169638,6565
169640,13293
169641,13280
169647,1950
169647,8113
169723,7308
169723,16808
169724,8530
169724,8529
169727,7308
169838,7528
132718,13159
169851,14807
169851,14793
167353,14787
167353,14788
167353,14789
169854,14791
169854,14792
169854,14793
166951,14791
166951,14792
166951,14793
164824,14798
164824,14793
164838,14772
164838,14801
164838,14792
164838,14793
164099,14787
164099,14808
164099,14809
164099,14810
166674,14771
166674,14772
166674,14773
166674,14774
166674,14775
166674,14813
165069,14817
165069,14798
165069,14818
166938,14807
166938,14793
166319,14787
166319,14788
166319,14786
166919,14826
166919,14783
166919,14782
166919,14798
166919,14827
164695,14870
169864,14787
169864,14786
169864,14788
169865,14807
169865,14785
169865,14793
166913,14838
166913,14839
166947,14787
166947,14788
166947,14786
163882,14791
163882,14792
163882,14793
165169,14786
165169,14844
165169,14787
165169,14788
169871,14844
169872,14798
169872,14807
169872,14793
166948,14791
166948,14792
166948,14793
169873,14839
169874,14791
169874,14792
169874,14793
164430,14783
164430,14826
164553,14783
164553,14826
166952,14807
166952,14793
169880,14787
169880,14788
169880,14786
166956,14787
166956,14788
166956,14786
164894,14807
164894,14793
164894,14808
169886,14860
169886,14861
169890,14771
169890,14772
169890,14773
169890,14774
169890,14775
164012,14771
164012,14773
164012,14774
164012,14863
164012,14772
169895,14808
169895,14866
169895,14783
169895,14826
169898,14817
164621,14792
169900,14783
169900,14826
164695,14871
164695,14773
164695,14872
165106,14771
165106,14773
165106,14774
165106,14863
165106,14772
169904,14787
169904,14788
169904,14786
164740,14883
169912,14783
169912,14826
169921,14791
169921,14792
169921,14793
169922,14783
169922,14826
169927,14787
169927,14788
169927,14885
169939,13434
169940,14887
169953,11119
169955,12771
169955,14889
169647,14891
170005,14894
170010,14896
170012,14899
170013,14900
170018,4956
170019,4566
170019,5178
170020,14905
170020,4269
170021,4940
170022,9327
170022,4940
170024,14907
170025,4275
170027,14911
170028,8181
170031,14914
170033,4963
170033,13878
170038,9943
170044,5485
170046,14919
170047,10063
170052,14922
170056,6357
170057,5199
170058,14924
170061,4689
170067,13883
170067,5053
170073,9718
170074,14930
170074,5042
170079,4644
170079,13905
170081,14933
170083,14935
170084,14937
170085,8265
170089,4856
170090,4352
170092,4689
170093,5445
170099,9798
170105,14948
170106,14949
170112,14606
170114,4693
170120,14959
170122,8266
170124,5494
170125,5676
170128,14962
170129,14963
170132,14556
170135,13708
170135,13709
170143,14986
170146,9106
170146,7976
170147,4689
170147,5387
170148,14987
170149,5480
170151,7370
170152,9943
170161,5415
170164,15249
170168,14995
170173,9943
170174,14999
170175,4729
170176,4606
170176,4703
170179,4561
170179,15003
170182,8960
170183,8997
170184,4968
170189,15017
166687,9841
170192,15030
170192,15031
170201,15034
170205,8343
170208,5175
170210,4232
170214,7970
170214,14927
170216,7917
170217,5514
170220,9744
170221,15047
170226,5500
170229,4723
170229,4146
170230,5447
170231,4313
170233,15051
170235,15053
170236,6820
170237,13859
170237,4218
170245,4108
170255,5524
170258,12163
170264,4954
170264,4953
170273,5451
170275,14962
170280,5347
170281,6505
170282,7375
170282,4850
170286,8653
170287,4112
170290,4131
170291,15072
170292,4566
170292,4142
170293,4117
170294,4749
170296,15074
170297,14302
170299,4356
170303,4407
170307,15083
170312,4940
170312,4939
170316,4418
170317,15088
170321,14960
170322,10001
170328,4305
170333,15014
170334,14924
170335,15094
170338,15097
170339,14512
170342,4365
170342,4452
170343,15101
170346,15104
170346,4273
170358,15109
170358,5587
170363,4351
170377,1440
170382,12582
170382,5107
170383,4305
110863,5227
170387,4008
110800,13708
110800,13709
170392,5447
170396,4342
170396,9282
170399,13709
170399,14901
170400,14902
113757,4854
170401,4065
170403,12186
170404,6834
170405,4089
170405,4541
170407,14896
170412,4598
170413,4162
170414,7970
170414,5053
170417,14936
170418,7986
112320,5594
112320,5676
170422,4369
112035,4937
170430,7132
170431,9262
170431,4258
170432,14942
112180,4548
112180,5207
170438,14945
170439,14946
170439,13822
170444,5597
170451,5167
170452,14953
170457,14955
170458,4065
170458,4407
170461,4039
170475,13434
170477,14965
170478,14966
170479,14896
170482,14963
143500,6819
170483,14969
170484,12452
170485,8263
125630,10141
170486,14970
170487,14971
170488,14972
112078,14901
170491,14971
170493,14974
170494,14975
170495,3385
170497,14313
170498,14977
170500,9091
170502,6809
170505,5578
170508,10239
170512,6816
170513,14982
144498,7986
110625,8274
125551,14556
110680,4455
125603,6816
170518,4131
170519,14988
170521,14317
170523,14990
170528,14996
170528,14997
170529,4515
109183,5234
170533,4276
170534,4276
112183,8097
170536,4061
113658,4362
113015,15004
114646,15007
170539,5229
170539,4362
170541,16975
113035,4333
170542,14325
170542,4447
113501,4046
170589,15012
170592,5980
159908,15121
159908,15122
114191,4207
170600,6627
113627,5233
113627,12182
170605,5283
111675,8024
170606,15015
170609,4486
170609,15008
112755,4417
112755,4472
170618,4368
170619,15018
170620,4537
170620,15020
113529,5233
170621,17059
113171,15022
170624,5368
170624,15025
101991,2830
170631,15130
170633,8873
170634,15037
143518,15039
170638,15040
170639,15041
113237,8273
170641,5024
113247,5024
170654,15048
110736,4864
109363,15057
170661,4320
170664,14319
170666,4008
170666,4243
170668,4643
170669,15058
170672,4845
170672,9047
170677,8341
170678,5594
112040,15070
113490,9265
113490,4618
113606,5267
112310,9262
112310,4258
113009,9250
170687,13982
170688,5670
170690,15132
170691,15136
170692,5676
170693,15139
170694,15041
170698,15145
170711,13911
170713,15146
170714,4221
170715,13775
170716,6496
170717,15147
170722,5024
170726,4438
170729,14963
110757,15134
125566,15051
170731,15137
170733,5024
170739,15142
111246,4260
112095,5670
170742,8551
170744,13434
112809,4333
170746,4333
170749,15077
112813,15020
170750,5167
110196,15078
110196,15079
170757,4548
110429,4168
170769,4385
170774,15103
170783,4276
170783,15106
170791,4958
125556,6816
170798,10151
170802,15118
170825,4727
170827,15152
170831,5481
170832,4961
170833,15157
170837,15159
170838,4555
170840,15163
170841,4684
170842,15166
170843,15168
170845,4371
170846,5440
170847,15174
170848,5623
170851,6845
170852,15176
170853,15177
170856,15155
170858,15179
170859,14531
170860,15180
170861,15182
170863,15184
170864,15186
170866,15180
170867,4711
170868,5024
170873,4668
170874,15191
170875,15193
170876,15194
170879,9114
170880,8023
170883,4992
170887,15204
170890,14962
170891,4688
170892,15208
170894,15158
170897,15154
170898,5062
170900,5158
170902,15215
170906,15218
170908,4143
170912,4968
170913,15221
170914,6503
170915,26014
170916,4992
170924,15226
170929,15230
170932,5416
170933,5015
170934,15010
170935,15234
170936,15236
170937,9149
170940,6829
170942,9310
170949,15242
170950,5468
170954,5466
170955,15245
170957,4987
170960,5543
170965,15251
170969,15257
170971,4956
170973,15261
170976,4997
170980,15265
170984,15267
170985,15268
170987,4711
170989,13434
170992,15231
170993,15273
170994,9645
170997,15276
170999,4745
171000,9945
171004,5034
171008,4994
171010,15282
171013,15283
171014,9009
171016,4175
171017,15287
171020,14982
171024,15292
171027,5596
171028,5065
171029,15299
171030,4702
171032,15302
171034,15304
171035,15306
171039,15309
171041,15312
171045,4683
171047,15317
171048,15319
171052,15321
171053,4455
171056,15324
171057,15326
171060,15330
171062,4840
171065,15333
171066,5089
171067,8164
171069,15337
171070,15338
171071,4926
171076,6362
171078,4192
171083,5049
171084,5544
171085,4351
171086,15346
171087,10043
171090,15352
171091,5407
171092,15353
171095,15359
171097,6361
171098,15360
171101,4059
171102,15362
171107,6842
171109,5009
171111,15368
171113,4723
171115,5530
171116,15374
171121,15380
171122,15381
171123,5547
171125,5144
171127,5426
171132,15388
171133,4184
171134,4383
171136,5116
171137,15395
171140,5046
171144,5524
171145,15402
171148,15407
171150,15407
171151,15401
171156,5879
11881,1734
171167,5158
171168,4922
171169,15161
171172,15172
171173,5015
112873,4455
171177,8923
138624,4956
171181,15220
171186,4274
171188,15167
171189,5425
171190,15254
171191,4998
171192,15286
171194,15296
171204,15377
132766,9623
694,15417
694,15418
171365,5697
110623,15421
171386,14473
161979,15425
148417,15426
160697,11725
161771,1715
160646,7626
163838,216
160625,206
171413,8379
171414,3758
171415,8446
171416,8447
171417,6559
171418,4810
171419,3641
171420,4810
171421,4812
171422,4810
171423,3136
171425,3124
171426,8379
144297,8389
171428,15435
171429,13292
171430,13287
171432,15441
171433,13275
168818,13272
168807,4812
171438,13279
171439,4796
171441,13278
171443,4796
171447,13292
171448,5723
171451,5902
171452,8409
171453,4810
171454,6450
171455,15449
171456,8447
171459,4810
171461,8409
171462,11464
171463,13272
171464,6563
171465,15452
143965,8387
171466,11464
168817,15453
171469,12610
144441,4077
171470,4807
171471,13280
171472,3136
171473,3136
171482,13280
171484,15460
171485,4810
171487,4809
171489,8389
171490,6568
171491,4810
171492,15455
171493,13271
171494,13277
171495,3136
171497,3136
171499,4947
171502,8387
171504,6450
171505,6450
171507,6450
171508,13292
171506,13290
171509,13277
171510,15458
171513,18222
171514,15459
171515,14961
171516,15473
171517,3692
171518,15054
171522,5860
171525,9963
171526,15478
171527,15453
171528,5407
171530,13277
171531,5860
171534,13292
171535,5481
171537,4112
171540,13293
171541,15483
171542,15479
171544,4799
171546,4072
171547,13414
171549,4810
171550,4810
171554,3692
171555,4810
171556,15461
114192,9943
171558,4678
144465,6615
171559,8409
114185,4751
171560,8409
171561,15456
171562,15456
171563,8409
171564,8382
138616,15474
171566,15477
171567,13414
171568,15463
171571,13270
171572,13292
171573,4796
171575,13270
171576,4807
171577,8387
171579,5723
171580,15465
171583,8409
171584,4812
171585,15453
171586,13273
105785,15467
171587,13292
171588,15468
171590,8409
171592,15469
171593,7188
171595,3692
171601,2896
171602,13270
171604,2822
171606,3872
171612,2821
171614,2800
171615,3613
171617,3861
171618,3872
171698,4291
171699,4374
171703,4350
171703,1343
171704,4291
171704,13874
171705,8010
171706,4123
171706,4134
171707,4207
171707,4566
171708,15488
171709,4578
171710,4578
171711,4578
171712,4578
171713,4578
171714,4570
171715,7980
171718,4706
171720,15492
171721,4663
171721,5515
171723,6304
171724,4123
171724,4656
171725,13419
171725,13913
171728,10047
171728,4758
171729,15500
171729,4700
171732,15501
171733,4710
171734,15504
171735,15503
171738,5532
171739,5532
171740,4664
171740,14512
171741,4664
171742,4664
171743,15505
171744,15507
171745,13907
171749,4680
171750,4680
171750,4285
171751,15508
171754,4271
171755,4091
171756,15511
171757,4407
171758,4656
171758,4123
171761,4582
171763,15050
171763,14525
171764,5092
171765,15512
171766,4578
171767,4168
171767,4730
171768,4088
171769,4040
171771,4123
171771,4175
171774,8013
171776,4997
171777,5472
171780,4123
171780,4175
171781,4123
171781,4175
171782,4152
171783,4117
171784,4123
171784,4134
171786,4335
171786,13174
171788,4556
171788,15516
171789,4293
171789,4017
171791,4282
171791,8966
171793,4604
171793,9842
171794,4604
171795,8154
171795,4123
171796,8031
171798,13141
171798,15520
171799,13141
171799,15520
171800,9327
171801,6045
171801,15522
171803,15523
171804,5116
171805,8967
171806,4678
171807,15524
171808,4582
171808,4758
171809,4578
171810,4578
171811,14998
171811,4320
171812,6505
171815,4335
171815,13174
171817,5155
171817,4670
171820,9961
171821,15489
171822,4578
171825,4734
171826,4640
171827,4123
171827,4656
171828,4293
171828,4350
110709,4293
171831,4640
171832,13718
110697,4017
110697,4640
171833,4335
111242,15502
111091,4241
113823,13857
171836,15353
142199,4664
171837,4758
142216,5077
171838,4664
171842,8389
171843,8409
171844,4152
171845,6778
171845,9364
171846,6778
171847,6778
171847,4374
171848,8409
171850,13279
171855,15528
171858,13277
171859,6453
171862,3692
171866,10323
171869,4293
171871,4640
171871,4017
171872,13283
171873,4640
171875,9284
171875,9266
110513,4271
171877,8997
171881,13277
113577,4017
171883,15510
171885,4350
171886,4640
161849,20828
171892,2896
171894,13292
171895,13280
171896,15453
171897,13280
171899,13280
171900,13280
171901,4685
171902,13280
171903,13280
171905,13280
171906,4074
171907,8409
171908,13280
171909,13280
171910,4522
171911,15057
171913,15514
171914,4039
171915,9824
171915,4663
171917,13270
171920,4604
171922,13280
171923,4656
171923,13133
171924,4293
143976,3136
171925,4282
171927,4397
171928,4640
171928,4017
171929,9056
171931,4659
171932,4486
171932,15008
171937,4335
171939,13271
171940,5752
169327,15527
169330,15530
171941,8409
171943,4813
171945,3651
171946,6564
171949,3692
171950,4810
171951,4810
169339,2945
171952,6450
171953,4812
171969,4702
171971,15533
171972,4112
171977,5469
171978,4726
171979,4371
171980,12205
171981,4131
171983,5425
171986,7980
171987,5407
171988,5124
171989,15028
171990,5524
171991,4965
171992,4655
171993,4558
171994,4700
171995,13144
171999,5011
172001,4943
172003,13836
172004,15545
172005,15353
172006,15547
172010,5046
172011,13774
172014,4706
172016,4664
112964,8860
114134,8274
172018,15548
172019,4919
172030,15049
172034,4218
172036,15553
172038,15556
172029,9946
168478,15551
110544,4112
132691,15558
172086,1820
160647,7626
172127,4561
172129,4138
172130,14910
172131,15569
172132,15570
172136,15574
172139,5144
172142,4609
172144,7995
172150,5155
172151,12221
172152,13101
172153,15592
172155,4113
172156,4743
172157,13045
172158,15597
172160,15599
172162,4746
172164,4946
172166,15353
172167,9302
172168,4727
172169,15603
172170,4609
172174,15609
172177,9943
172178,15612
172179,15499
172181,15614
172183,6505
172185,13884
172186,4180
172188,4782
172190,8271
172192,15353
172193,5459
172194,15623
172196,6508
172197,15626
172198,15146
172202,15629
172205,15635
172207,5145
172210,4722
172211,15639
172212,14577
172214,15231
172217,4749
172218,15645
172219,5201
172220,15646
172221,15647
172222,15406
172223,15648
172224,15650
172227,4558
172229,15654
172230,4682
172231,15657
172232,5198
172236,9978
172239,9943
172241,15661
172243,9718
172244,15663
172245,14640
172248,15671
172249,15673
172252,8150
172253,9718
172255,5447
172258,4676
172260,4142
172262,6508
172263,4929
172266,6612
172267,15683
172271,5034
172272,15688
172276,5507
172277,5451
172278,4748
172281,15693
172282,4990
172283,10072
172284,15696
172286,4689
172288,4576
172291,4706
172293,7834
172296,4212
172297,7986
172298,15092
172299,15703
172300,15704
172303,15043
172304,15706
172305,4272
172306,5088
172310,15710
172311,15711
172313,15535
172318,15715
172320,7995
172321,5484
172322,5015
172325,4748
172331,4352
172332,4146
172338,15720
172343,5029
172344,5040
172345,15722
172347,5006
172349,15725
172350,8129
172351,5481
172353,15727
172354,15728
172355,15729
172356,15730
172358,15731
172361,15733
172362,4683
172363,15734
172365,8025
172367,15738
172368,15739
172369,5428
172373,4673
172374,15742
172375,4965
172376,4968
172378,15744
172380,15746
172383,5191
172384,5198
172388,13789
172390,15752
172392,4697
172395,8169
172396,5015
172400,6496
172401,7970
172405,7297
172407,15761
172408,15764
172417,4651
172418,15769
172419,15771
172421,4657
172425,15773
172426,4748
172427,5461
172432,9980
172433,8456
172434,5155
172435,9963
172437,15776
172438,23382
172439,14912
172440,15778
172441,8013
172444,8029
172445,9943
172448,9714
172454,7831
172458,15787
172459,15789
172460,13437
172462,15762
172463,15790
172464,5462
172467,15189
172470,4643
172471,15794
172473,15795
172477,14963
172478,4694
172480,15799
172481,13118
172483,5493
172484,9006
172486,4220
172488,4762
172493,5468
172496,4146
172497,4119
172498,15535
172499,5461
172500,15189
172501,15804
172502,4198
172503,4177
172504,4994
172506,5065
172507,4818
172508,8939
172510,15805
172511,4570
172516,15808
172517,5144
172518,15810
172520,15768
172522,12231
172523,5124
172524,4706
172527,15815
172530,4662
172531,4272
172532,14761
172533,8456
172535,15819
172536,4834
172537,7297
172540,15822
172544,10145
172546,5001
172547,8456
172548,7983
172552,15828
172553,12221
172554,4180
172556,15830
172557,13117
172558,4643
172563,6496
172564,4217
172565,9978
172566,15835
172568,12205
172570,15535
172571,4648
172573,4719
172581,5606
172582,15611
172583,15543
172584,4251
172585,14638
172586,15844
172587,14395
172588,9305
172591,15846
172594,15847
172599,7834
172601,13144
172602,15850
172603,4658
172608,4960
172609,15854
172610,4117
172615,15483
172616,15856
172617,4117
172618,14909
172620,5029
172622,5124
172623,15859
172625,15861
172628,5409
172630,8271
172632,15866
172639,9330
172643,15871
172644,6333
172645,15873
172658,15881
172659,15088
172660,15002
172661,15818
172666,15887
172667,4605
172668,15390
172670,5436
172671,5436
172672,5547
172673,15893
172674,15894
172675,15895
172677,9325
172678,5025
172680,15897
172681,5539
172682,15899
172684,15902
172687,15904
172688,15905
172690,5012
172691,5141
172692,14761
172693,8939
172695,5015
172696,15906
172699,4653
172700,5425
172701,5009
172702,15910
172704,14577
172705,15911
172707,15912
172709,15913
172710,15915
172711,15916
172714,5407
172716,4712
172717,4823
172718,4706
172719,4730
172721,6820
172722,15920
172723,6359
172726,5089
172731,4748
172732,4207
172733,15924
172734,15926
172736,8274
172737,15929
172741,15931
172742,4207
172743,5044
172744,14517
172745,15935
172746,4683
172747,4111
172748,15936
172749,9943
172753,15938
172754,15059
172755,15940
172756,15941
172757,15943
172759,15945
172761,5007
172763,4555
172764,15947
172765,9311
172766,5416
172767,9714
172768,15948
172769,9963
172771,4690
172773,4606
172775,15952
172779,4146
172781,15956
172783,15001
172784,14762
172786,4684
172787,4602
172788,15082
172791,15887
172792,15962
172793,15964
172794,15965
172796,15371
172798,4922
172799,4207
172800,9966
172801,15629
172804,7917
172806,5480
172807,7983
172809,15970
172810,9714
172811,5449
172813,4961
172815,15976
172817,15979
172819,15980
172820,5578
172821,15981
172824,5578
172828,4723
172829,15985
172830,15986
172831,15987
172832,13685
172834,15991
172837,15992
172839,5697
172840,4937
172841,15054
172845,15995
172847,15997
172848,15998
172849,15999
172850,16001
172852,16002
172854,13202
172856,15449
172857,4217
172860,4657
172862,16008
172864,16009
172871,16012
172872,5502
172873,13860
172874,8977
172875,5449
172877,5484
172878,15732
172879,16018
172880,4702
172884,16020
172885,5164
172887,16022
172890,16025
172894,14596
172895,16028
172900,16022
172901,15730
172902,5065
172905,5494
172906,15793
172907,16030
172910,7831
172911,8274
172914,16032
172915,16033
172916,5481
172918,4815
172922,15406
172923,16036
172924,4956
172925,16039
172927,4918
172930,4987
172933,16043
172934,16044
172936,16045
172939,4687
172940,4484
172942,16057
172942,14140
172942,16058
158470,16061
172944,8112
145249,1553
172945,16066
160440,1822
172946,6797
171607,3613
132568,6797
132568,16068
142154,4343
170709,5048
137439,15189
172950,13774
172951,13884
113721,15809
171532,15816
172954,15821
171538,15826
172957,6402
158508,16066
161393,16073
161393,16074
172958,15829
172959,7388
172961,16080
172961,16081
172962,16082
172963,16083
172963,2151
172964,2151
172964,16085
172965,7639
142977,6503
172967,5546
114116,15848
172970,4818
172972,15933
172973,19275
171536,15189
172977,15885
172978,15890
172979,4371
172980,15950
142653,4690
142683,5054
172991,9712
172992,15665
172996,9712
172998,15918
172999,15921
173000,14599
173001,4583
142973,8330
173005,15932
173006,15939
112961,9943
143722,4697
173011,4866
173013,4721
173014,10063
173015,15967
173017,6358
173020,10145
173021,15969
173022,4541
138622,4956
173024,15371
113752,15734
173025,14965
170704,15990
138617,4670
171379,16006
112941,9978
173030,16014
173032,4146
113755,12161
173033,5418
137449,15189
173035,4955
173040,16034
173043,5440
173046,16086
173047,327
173048,16073
173048,16074
173050,2242
173051,7
173052,6492
173053,13464
173056,13166
173056,16098
173061,4550
173068,101
173070,16099
173070,16088
173071,1594
173073,16096
173073,16100
173074,1594
173075,4686
173076,1594
114144,4561
173079,7970
173081,9772
173082,15615
173084,9980
112319,5591
173086,15632
172009,5480
110428,5436
173088,15643
168087,8712
173089,4706
114127,4687
173090,4689
173092,15664
173093,15665
173094,15668
173095,4689
173096,8160
173101,4606
136959,9943
173105,15697
114115,4117
173109,15721
173111,4655
173112,15722
113380,15736
173114,15741
173118,16101
173119,1846
173120,13884
173121,16103
173121,16104
160438,13614
160438,14643
160438,16105
161849,2428
161849,2485
170705,15082
144760,2151
144760,16083
113759,15768
173125,9330
173126,15047
112276,15775
173127,15406
173128,9963
173142,16121
171405,1959
171405,15560
173167,7287
173167,1380
173176,7536
166974,323
173178,6440
173181,15999
173182,16124
173184,16126
173185,15004
173243,4505
173253,5860
173254,13785
173256,4706
173257,5025
173258,16134
173259,5860
173264,5860
173265,5860
173268,13414
173269,16139
173270,13414
173271,16141
173274,13414
173275,13414
173278,14926
173279,13414
173280,5032
173282,9988
173284,13789
173285,5108
173286,16145
173287,5875
173291,2900
173292,14965
173293,5495
137120,16131
112275,5860
112257,5860
173298,5421
113746,5053
172165,9798
173299,4609
173300,4609
113726,5421
173301,5458
173302,9718
173303,13439
113740,9943
173306,4531
173308,4531
173309,16213
173310,4531
173311,4531
173313,4531
173314,4531
173315,16151
173316,4531
173317,4531
173318,16151
173320,4531
173321,4531
173323,16224
173324,4531
173325,16226
173326,16227
173327,16234
173328,16151
173331,16222
173333,5088
173334,16245
173335,15026
173336,4531
173337,4531
173338,16255
173340,5239
173342,16151
173345,16263
173346,4531
173349,16277
173352,16281
173357,16163
173359,16288
173363,4531
173365,16183
173366,16163
173367,5286
173368,16151
173370,16171
173371,16309
173373,4531
173374,16171
173375,16171
173377,16163
173378,8097
173380,4531
173384,16327
173385,6682
173389,4276
173390,4063
173395,9282
173396,3061
173398,4075
173399,16366
173400,4338
173404,4306
173419,16408
173421,16417
173423,16421
173426,4444
173427,9257
173428,4484
15768,2446
173441,14007
173445,16433
173446,16433
173447,2938
163794,2254
163794,7647
161860,1661
161860,7356
